status	path	owners	hunks	changed_lines
M	tests/prompts/sets.py	M1	3	51
M	tests/prompts/test_absence_bindings.py	M1	2	3
M	tests/prompts/test_criteria_generation_prompts.py	M2	8	23
A	tests/prompts/test_fire_record.py	M4	1	156
D	tests/prompts/test_initiative_target_date.py	M1	1	105
A	tests/prompts/test_issue_label_bindings.py	M1	1	37
M	tests/prompts/test_knowledge_map.py	M1	10	42
A	tests/prompts/test_native_initiative_configuration.py	M1	1	63
M	tests/prompts/test_operation_config.py	M1	23	77
A	tests/prompts/test_organize_call_bindings.py	M2	1	236
A	tests/prompts/test_organize_mandate_bindings.py	M2	1	76
A	tests/prompts/test_organize_roles.py	M2	1	83
M	tests/prompts/test_pass_roster.py	M1	1	15
M	tests/prompts/test_prompt_wiring.py	M1,M3	12	26
M	tests/prompts/test_resolvable_identifiers.py	M1	1	2
A	tests/prompts/test_scope_label_bindings.py	M1	1	49
M	tests/prompts/test_set_completeness.py	M1	3	16
M	tests/prompts/test_skills_loadouts.py	M1	13	34
A	tests/prompts/test_supervision_adoption.py	M7	1	66
M	tests/prompts/test_v5_fragments.py	M1	1	1
M	tests/prompts/test_v5_wiring.py	M1	3	26
A	tests/run_events.py	M4	1	26
M	tests/services/test_agent_service.py	M3	4	7
A	tests/services/test_assertion_drift.py	M7	1	372
A	tests/services/test_audit_coverage.py	M6	1	174
A	tests/services/test_audit_session_ownership.py	M6	1	137
A	tests/services/test_audit_sessions.py	M6	1	143
A	tests/services/test_audit_sources.py	M6	1	154
A	tests/services/test_check_classification.py	M5	1	175
M	tests/services/test_claim_heartbeat.py	M3	8	40
M	tests/services/test_dispatch_pass.py	M3	16	81
M	tests/services/test_fire_context.py	M1	6	19
M	tests/services/test_fire_dispatcher.py	M3	5	10
A	tests/services/test_fire_log_facts.py	M4	1	199
A	tests/services/test_fire_record_identity.py	M4	1	134
A	tests/services/test_git_source_lookup.py	M1	1	44
A	tests/services/test_landing_dispatch.py	M5	1	149
A	tests/services/test_lane_reports.py	M5	1	144
M	tests/services/test_lifecycle_watcher.py	M4	28	131
A	tests/services/test_parent_rollup_authority.py	M4	1	47
M	tests/services/test_pass_gate.py	M3	3	6
M	tests/services/test_prompt_pass.py	M3	7	60
M	tests/services/test_prompt_passes.py	M1	6	38
M	tests/services/test_run_recorder.py	M4	5	10
A	tests/services/test_run_surface_lease.py	M1	1	508
A	tests/services/test_scope_dispatcher.py	M3	1	1032
A	tests/services/test_scope_planning.py	M3	1	174
A	tests/services/test_scope_resolution.py	M1	1	71
M	tests/services/test_session_grant_threading.py	M1	10	36
A	tests/services/test_structured_run_records.py	M4	1	436
M	tests/services/test_tracker_lifecycle.py	M4	15	80
A	tests/services/test_union_composition.py	M3	1	548
A	tests/services/test_union_conflict_remediation.py	M3	1	86
A	tests/services/test_union_replacement_identity.py	M3	1	225
A	tests/services/test_union_tick.py	M3	1	397
A	tests/spec/conftest.py	M1	1	45
A	tests/spec/fixtures/model_members.json	M1	1	23
A	tests/spec/test_model_agreement.py	M1	1	1599
M	tests/test_composition_root.py	M1,M3	13	107
M	tests/test_forge_origin_selection.py	M5	38	191
M	tests/test_lane_verification.py	M1	6	29
A	tests/test_lifespan_cleanup.py	M1	1	760
A	tests/test_organize_portability.py	M2	1	294
M	tests/tracker/conftest.py	M1	35	177
A	tests/tracker/connected_app_label_contract.py	M1	1	70
A	tests/tracker/lease_fixtures.py	M1	1	42
A	tests/tracker/marker_config.py	M1	1	12
A	tests/tracker/read_port_contract.py	M1	1	78
A	tests/tracker/test_alarm_independent.py	M7	1	86
A	tests/tracker/test_audit_claim.py	M6	1	555
A	tests/tracker/test_audit_claim_replacements.py	M6	1	103
A	tests/tracker/test_audit_combined_review.py	M6	1	157
A	tests/tracker/test_audit_detection_removal.py	M6	1	370
A	tests/tracker/test_audit_evidence.py	M6	1	372
A	tests/tracker/test_audit_evidence_git.py	M6	1	209
A	tests/tracker/test_audit_evidence_replacements.py	M6	1	138
A	tests/tracker/test_audit_forge.py	M6	1	505
A	tests/tracker/test_audit_forge_sweep.py	M6	1	362
A	tests/tracker/test_audit_forge_sweep_git.py	M6	1	95
A	tests/tracker/test_audit_mandate.py	M6	1	399
A	tests/tracker/test_audit_mandate_replacements.py	M6	1	105
A	tests/tracker/test_audit_overclaim.py	M6	1	145
A	tests/tracker/test_audit_overclaim_bytes.py	M6	1	171
A	tests/tracker/test_audit_overclaim_git.py	M6	1	216
A	tests/tracker/test_audit_overclaim_sweep.py	M6	1	352
A	tests/tracker/test_audit_overclaim_sweep_git.py	M6	1	198
A	tests/tracker/test_audit_repository_cancellation.py	M6	1	47
A	tests/tracker/test_audit_requests.py	M6	1	374
A	tests/tracker/test_audit_sweep.py	M6	1	453
A	tests/tracker/test_audit_sweep_git.py	M6	1	164
A	tests/tracker/test_audit_terminal_mandate.py	M6	1	231
A	tests/tracker/test_audit_terminal_mandate_git.py	M6	1	157
A	tests/tracker/test_barren_record_collector.py	M7	1	365
A	tests/tracker/test_barren_tick.py	M7	1	216
A	tests/tracker/test_body_revisions.py	M1	1	144
A	tests/tracker/test_combined_issue_writes.py	M1	1	149
A	tests/tracker/test_comment_pages.py	M1	1	147
A	tests/tracker/test_consumer_read_ports.py	M1	1	263
A	tests/tracker/test_criterion_creation.py	M1	1	220
A	tests/tracker/test_criterion_identity_conformance.py	M3	1	50
A	tests/tracker/test_criterion_reader.py	M3	1	139
A	tests/tracker/test_criterion_reader_boundary.py	M3	1	169
A	tests/tracker/test_criterion_record_fidelity.py	M3	1	116
A	tests/tracker/test_criterion_resolution.py	M3	1	216
A	tests/tracker/test_criterion_resolution_consumers.py	M3	1	62
A	tests/tracker/test_detector_removal_sweep.py	M6	1	382
A	tests/tracker/test_detector_removal_sweep_git.py	M6	1	198
A	tests/tracker/test_document_relation_assets.py	M1	1	127
A	tests/tracker/test_empty_fire_entry.py	M3	1	135
A	tests/tracker/test_escalation_ageing.py	M7	1	157
A	tests/tracker/test_escalation_record_collector.py	M4	1	352
A	tests/tracker/test_escalation_record_reader.py	M4	1	188
A	tests/tracker/test_escalation_resolution.py	M4	1	208
A	tests/tracker/test_escalation_resolution_boundary.py	M4	1	187
A	tests/tracker/test_escalation_resolution_drift.py	M4	1	105
A	tests/tracker/test_fire_spec_approval.py	M3	1	229
A	tests/tracker/test_fire_spec_approval_ancestry.py	M3	1	48
A	tests/tracker/test_fire_spec_reader.py	M3	1	220
A	tests/tracker/test_idempotent_writes.py	M1	1	321
A	tests/tracker/test_issue_classification_reads.py	M1	1	48
A	tests/tracker/test_issue_identity_boundary.py	M1	1	208
A	tests/tracker/test_issue_ruling_records.py	M4	1	125
A	tests/tracker/test_issue_upsert.py	M1	1	266
A	tests/tracker/test_labeled_issues.py	M1	1	185
A	tests/tracker/test_landing_ambiguity.py	M1	1	55
A	tests/tracker/test_landing_base_resolution.py	M3	1	114
A	tests/tracker/test_lane_escalation.py	M4	1	376
A	tests/tracker/test_lane_record_signals.py	M7	1	195
A	tests/tracker/test_lane_records.py	M4	1	294
M	tests/tracker/test_linear_mcp_tracker.py	M1	22	245
M	tests/tracker/test_linear_tool_arguments.py	M1	17	103
M	tests/tracker/test_linear_tool_roster.py	M1	5	14
M	tests/tracker/test_linear_wire_shapes.py	M1	5	17
A	tests/tracker/test_mandate_graph.py	M2	1	260
A	tests/tracker/test_marker_configuration.py	M1	1	165
A	tests/tracker/test_milestone_approval.py	M1	1	59
A	tests/tracker/test_native_recorded_landing.py	M4	1	66
A	tests/tracker/test_ownership_arbitration.py	M1	1	1382
A	tests/tracker/test_port_failure_boundary.py	M1	1	69
A	tests/tracker/test_recorded_assertion_drift.py	M7	1	377
A	tests/tracker/test_recorded_landing.py	M4	1	80
A	tests/tracker/test_recorded_landing_git.py	M4	1	81
A	tests/tracker/test_recorded_ruling_growth.py	M4	1	193
A	tests/tracker/test_ruling_reader_independent.py	M4	1	182
A	tests/tracker/test_ruling_records.py	M4	1	215
A	tests/tracker/test_run_alarm_records.py	M7	1	401
A	tests/tracker/test_scope_approval.py	M1	1	392
A	tests/tracker/test_scope_label_mappings.py	M1	1	341
A	tests/tracker/test_scope_planning.py	M3	1	284
A	tests/tracker/test_scope_reads.py	M1	1	760
A	tests/tracker/test_scope_subtree_reach.py	M1	1	327
A	tests/tracker/test_scope_tally.py	M5	1	363
A	tests/tracker/test_scope_tool_arguments.py	M1	1	76
A	tests/tracker/test_state_history.py	M1	1	293
M	tests/tracker/test_tracker_boot.py	M1	30	77
A	tests/tracker/test_tracker_boot_cleanup.py	M1	1	134
M	tests/tracker/test_tracker_boot_wiring.py	M1	13	82
M	tests/tracker/test_tracker_conformance.py	M1,M3,M4,M5	13	943
A	tests/types/test_audit_mandate_independent.py	M6	1	132
A	tests/types/test_audit_union_contracts.py	M6	1	53
A	tests/types/test_organize_halt.py	M2	1	179
A	tests/types/test_scope_events.py	M3	1	95
M	tests/types/test_wire_renames.py	M1,M5	6	22
M	tests/types/test_wire_schemas.py	M1,M2,M3,M4,M6	18	400
A	tests/types/test_writable_surface.py	M1	1	139
A	tests/workflow_factory.py	M3	1	177
M	uv.lock	M1	2	2
